dim_height,dim_width,dim_depth,dim_weight,display_size,num_usb,num_hdmi,display_type,energyclass,display_resolution,dim_color,smart,usb,wifi,dim_density,display_pixeldensity,display_relativeenergy,is_company_tcl,is_company_lg,is_company_hisense,is_company_dyras,is_company_samsung,is_company_sony,is_company_tesla,is_company_philips,is_company_panasonic,is_company_loewe,is_company_gaba,is_company_nokia,is_company_vortex,is_company_smart,is_company_strong,price,serial_id
83.8,145.4,26.9,,65.0,,,4.0,5.0,1.0,,1,0,1,,8.207134954844343e-05,0.3333333333333333,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,329998.9971,285450
104.5,167.8,37.8,34.6,75.0,2.0,3.0,1.0,6.0,1.0,6.0,1,1,1,5.2200666967620105e-05,5.7028474317226585e-05,0.2857142857142857,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,349998.9952,270719
71.8,112.2,27.3,9.7,50.0,1.0,3.0,,6.0,1.0,,1,1,1,4.41054021260477e-05,0.00012413169876712398,0.2857142857142857,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,133498.9964,271392
,,,,55.0,,,4.0,6.0,1.0,,1,0,1,,,0.2857142857142857,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,229998.9939,285439
,,,,75.0,3.0,4.0,2.0,6.0,0.0,6.0,1,1,1,,,0.14285714285714285,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1799899.9943,283494
57.7,93.2,17.0,10.1,42.0,3.0,4.0,3.0,6.0,1.0,,1,1,1,0.0001104792524339345,0.00018595517736404816,0.2857142857142857,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,579999.0051,285465
,,,,55.0,,,4.0,5.0,1.0,,1,0,1,,,0.3333333333333333,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,309998.999,285443
96.5,167.7,37.0,,75.0,,,4.0,5.0,1.0,,1,0,1,,6.179304889992925e-05,0.3333333333333333,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,579999.0051,285459
61.8,107.1,23.0,,48.0,,,3.0,6.0,1.0,,1,0,1,,0.00015108524531711284,0.2857142857142857,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,619999.0013,285466
,,,,65.0,1.0,3.0,4.0,,1.0,6.0,1,1,1,,,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,177998.9963,271394
89.11,144.63,28.57,27.3,65.0,2.0,4.0,2.0,3.0,1.0,,1,1,1,7.414255991153475e-05,7.759168266199808e-05,0.5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,879900.0055,283477
67.5,107.1,23.0,16.8,48.0,3.0,4.0,3.0,6.0,1.0,,1,1,1,0.00010103880521612833,0.00013832693571255662,0.2857142857142857,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,619999.0013,285467
89.0,144.4,27.0,27.9,65.0,2.0,4.0,2.0,5.0,1.0,6.0,1,1,1,8.040503387386265e-05,7.781132310373805e-05,0.3333333333333333,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1249900.0021,283487
96.4,167.8,37.8,,75.0,,,4.0,5.0,1.0,,1,0,1,,6.182028595591471e-05,0.3333333333333333,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,539998.9962,285458
,,,,86.0,,,4.0,5.0,1.0,,1,0,1,,,0.3333333333333333,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,759999.0007,285463
101.7,167.0,30.1,39.7,75.0,2.0,4.0,2.0,,1.0,,1,1,1,7.765806894037364e-05,5.887929156436389e-05,,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1399899.9942,283484
96.4,167.8,36.1,,75.0,,,4.0,5.0,1.0,,1,0,1,,6.182028595591471e-05,0.3333333333333333,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,509999.0054,285457
83.8,145.4,34.0,,65.0,,,4.0,5.0,1.0,,1,0,1,,8.207134954844343e-05,0.3333333333333333,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,349998.9952,285451
,,,,86.0,,,4.0,5.0,1.0,,1,0,1,,,0.3333333333333333,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,689999.001,285462
,,,,85.0,2.0,4.0,2.0,,1.0,6.0,1,1,1,,,,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1699900.0038,283479
89.8,144.3,26.7,32.6,65.0,3.0,4.0,2.0,6.0,0.0,6.0,1,1,1,9.422446298400352e-05,0.0,0.14285714285714285,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1349900.0053,283493
,,,,65.0,2.0,4.0,2.0,,1.0,6.0,1,1,1,,,,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,469998.9965,269094
89.6,145.2,30.0,16.5,65.0,2.0,3.0,2.0,6.0,1.0,6.0,1,1,1,4.2275432900432905e-05,7.686442345533255e-05,0.2857142857142857,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,206900.0053,275849
65.0,111.2,5.1,,50.0,2.0,3.0,5.0,5.0,1.0,6.0,1,0,0,,0.0001383508577753182,0.3333333333333333,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,139998.9961,274434
,,,,65.0,2.0,3.0,4.0,6.0,1.0,6.0,1,1,1,,,0.2857142857142857,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,189998.9977,275846
102.8,98.6,41.7,17.4,43.0,2.0,4.0,2.0,,1.0,0.0,1,1,1,4.116642598029609e-05,9.865746915967514e-05,,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,171598.9964,244700
70.4,122.6,4.4,,55.0,1.0,3.0,5.0,5.0,1.0,6.0,1,1,1,,0.00011586089277769538,0.3333333333333333,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,149999.0015,274433
48.0,73.2,17.5,4.5,32.0,1.0,2.0,4.0,5.0,3.0,6.0,0,1,0,7.318501170960186e-05,0.0008538251366120217,0.6666666666666666,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55998.999,261083
46.4,73.6,18.0,,32.0,,2.0,4.0,4.0,3.0,6.0,1,0,1,,0.0008784670164917542,0.8,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,84999.0045,267002
72.3,111.2,25.1,,50.0,1.0,3.0,,6.0,1.0,6.0,1,1,1,,0.00012438182234295552,0.2857142857142857,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,139998.9961,278439
